SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532159,TRESCON     ,X ,Q,81.00,81.00,79.00,80.00,79.00,80.00,9,610,48825.00,
532162,JK PAPER    ,B ,Q,128.10,128.20,126.10,127.25,127.25,127.95,368,33531,4259007.00,
532163,SAREGAMA (I),B ,Q,538.25,540.50,533.25,537.65,537.10,543.20,21,73,39263.00,
532166,ALKA SECUR. ,XT,Q,0.20,0.20,0.19,0.20,0.20,0.20,4,1050,205.00,
532172,ADROITINFO  ,T ,Q,13.80,13.80,13.80,13.80,13.80,14.50,1,10,138.00,
532173,CYBERTECH   ,B ,Q,45.35,46.60,43.50,43.95,46.00,46.60,21,678,30438.00,
532174,ICICI BANK  ,A ,Q,416.00,422.10,415.40,420.00,420.00,418.00,3183,223823,93681002.00,
532175,CYIENT      ,A ,Q,562.60,562.65,554.45,556.20,555.00,562.60,140,1656,924188.00,
532178,ENGINRS.(I) ,A ,Q,117.45,118.15,115.85,117.05,117.10,117.60,479,62320,7277864.00,
532179,CORPN.BANK  ,A ,Q,24.10,24.20,23.10,23.60,23.60,24.10,144,15861,373635.00,
532180,DHANALAK.BNK,B ,Q,17.65,17.90,17.30,17.45,17.45,17.95,76,21521,375689.00,
532181,GUJ.MINERAL ,A ,Q,75.05,75.50,74.55,75.50,75.45,75.45,82,8181,614158.00,
532183,GAYATRI SUGR,X ,Q,2.38,2.38,2.18,2.18,2.18,2.28,10,3250,7685.00,
532187,INDUSIND BNK,A ,Q,1525.00,1525.00,1441.10,1490.05,1490.05,1567.75,14369,418802,618964255.00,
532189,INDIA TOURIS,B ,Q,272.00,272.50,267.15,271.10,268.70,272.75,54,1186,320726.00,
532209,J & K BANK  ,A ,Q,43.10,43.10,41.00,41.70,41.70,43.95,1857,301635,12520514.00,
532210,CITY UNION  ,A ,Q,216.10,218.75,216.10,217.95,217.95,217.45,511,26931,5863005.00,
532212,ARCHIES LTD ,B ,Q,21.90,22.00,21.90,22.00,22.00,22.15,3,200,4390.00,
532215,AXIS BANK   ,A ,Q,812.35,822.00,811.90,819.70,819.70,812.35,2946,280540,229228134.00,
532216,HB STOCKHOL.,B ,Q,7.59,8.64,7.59,8.64,8.64,8.24,2,25,200.00,
532218,SOUTH IND.BK,A ,Q,13.65,13.65,13.20,13.37,13.37,13.60,745,918155,12250633.00,
532219,ENERGY DEV. ,B ,Q,6.32,6.32,6.32,6.32,6.32,6.56,2,50,316.00,
532221,SONATA SOFT.,A ,Q,354.95,359.00,352.30,357.50,355.65,353.60,145,2320,824949.00,
532230,BENGAL TEA &,X ,Q,35.30,35.30,35.30,35.30,35.30,35.00,2,51,1800.00,
532234,NAT.ALUM    ,A ,Q,49.50,49.90,48.95,49.30,49.30,49.55,1007,518300,25552083.00,
532240,INDIA NIPPON,B ,Q,410.00,410.00,398.05,400.70,398.05,409.90,25,113,45338.00,
532256,NALWA SONS  ,B ,Q,1050.05,1093.25,1050.00,1083.00,1093.25,1074.95,11,89,94985.00,
532259,APAR INDUS. ,B ,Q,612.10,612.10,612.00,612.00,612.00,620.60,2,10,6120.00,
532268,ACCELYA     ,B ,Q,895.00,905.00,886.75,897.20,897.20,897.65,35,248,221153.00,
532271,CYBERMATE   ,X ,Q,2.29,2.29,2.06,2.09,2.15,2.15,49,12406,26780.00,
532275,LANDMARC LEI,XT,Q,0.38,0.38,0.38,0.38,0.38,0.39,3,511,194.00,
532276,SYNDICATE BN,A ,Q,34.50,35.10,33.90,34.80,34.90,34.70,1109,562480,19416137.00,
532281,HCL TECHNO  ,A ,Q,1102.00,1105.60,1093.05,1101.05,1101.25,1106.55,779,21209,23317225.00,
532282,CASTEXTECH  ,T ,Q,0.78,0.79,0.77,0.79,0.79,0.78,8,2202,1716.00,
532284,TCFC FINANCE,X ,Q,28.05,28.05,28.05,28.05,28.05,28.00,2,120,3366.00,
532285,GEOJITFSL   ,B ,Q,34.00,34.50,33.55,33.85,33.60,34.30,104,21447,729399.00,
532286,JINDAL STE  ,A ,Q,165.00,169.25,161.40,168.75,168.75,165.70,2396,420946,69793136.00,
532290,BLB LTD.    ,T ,Q,4.31,4.70,4.31,4.56,4.56,4.49,22,8181,35269.00,
532296,GLENMARK PHA,A ,Q,523.50,529.50,519.35,521.90,521.90,523.70,517,15140,7927558.00,
532300,WOCKHARDT   ,A ,Q,385.75,390.55,377.50,383.15,383.15,387.50,1132,73892,28284925.00,
532301,TATA COFFEE ,B ,Q,86.00,86.00,84.40,84.80,84.80,86.30,317,38473,3269082.00,
532304,KJMCCORP    ,X ,Q,22.00,22.00,22.00,22.00,22.00,21.40,1,415,9130.00,
532305,IND-SWIFT LA,B ,Q,36.25,36.25,34.05,34.80,34.80,34.95,67,14698,513413.00,
532309,GEPIL       ,B ,Q,873.00,880.00,866.15,868.60,866.15,861.70,48,248,216389.00,
532310,SHREE RAMA  ,B ,Q,4.75,5.29,4.75,5.03,5.04,5.25,11,790,3925.00,
532313,MAHINDRALIFE,A ,Q,421.70,422.60,418.90,419.75,419.20,420.55,44,865,362980.00,
532321,CADILA HEALT,A ,Q,246.75,248.30,244.40,246.10,246.10,246.05,485,36492,8987335.00,
532323,SHIVA CEMENT,X ,Q,13.50,13.69,13.17,13.56,13.68,13.60,119,44558,595033.00,
532324,CINEVISTA   ,T ,Q,5.71,5.71,5.71,5.71,5.71,5.90,1,600,3426.00,
532326,INTENS TECH ,B ,Q,32.00,33.40,31.50,32.80,32.80,33.65,21,2299,73712.00,
532329,DANLAW TECH.,X ,Q,97.45,97.45,90.00,92.85,94.00,90.00,22,4228,392395.00,
532330,BIOPAC INDIA,XT,Q,4.38,4.38,3.98,4.16,4.16,4.18,10,17659,72697.00,
532331,AJANTA PHARM,A ,Q,990.75,992.45,975.30,980.90,980.90,992.95,576,13696,13464529.00,
532333,HB PORTFOLIO,X ,Q,20.25,21.45,20.00,20.75,21.45,20.65,13,423,8637.00,
532334,HB ESTATE DE,X ,Q,13.01,13.01,13.01,13.01,13.01,13.31,7,307,3994.00,
532339,COMPUCOM SOF,B ,Q,9.60,9.60,9.25,9.25,9.25,9.46,11,3400,31568.00,
532340,OMNI AX'S SO,XT,Q,1.40,1.43,1.40,1.43,1.43,1.37,6,5000,7144.00,
532341,IZMO        ,B ,Q,49.00,50.25,48.45,48.60,48.45,49.30,12,279,13705.00,
532343,TVS MOTOR L ,A ,Q,471.00,473.70,465.30,471.50,470.00,472.70,558,27560,12960692.00,
532345,GATI LTD.   ,B ,Q,70.95,71.80,69.00,70.05,70.05,71.05,713,82318,5772330.00,
532348,SUBEX LTX   ,B ,Q,6.84,6.84,6.55,6.58,6.58,6.76,62,28842,190979.00,
532349,TRANSPORT CO,B ,Q,301.00,301.00,299.00,299.30,299.15,300.85,16,85,25466.00,
532350,PADMALAYA TE,XT,Q,2.26,2.26,2.06,2.19,2.19,2.16,3,102,210.00,
532351,AKSH OPTIFIB,B ,Q,12.69,13.20,12.69,13.01,13.01,12.84,122,32893,422286.00,
532354,VIRGOGLOB   ,X ,Q,2.00,2.00,2.00,2.00,2.00,1.91,8,8150,16300.00,
532355,PICTURHOUSE ,X ,Q,1.63,1.63,1.63,1.63,1.63,1.65,1,10178,16590.00,
532356,TRIVENI ENGG,B ,Q,72.20,72.65,71.85,72.40,72.40,72.35,364,62987,4550597.00,
532357,MUKTA ARTS  ,B ,Q,43.45,43.45,41.00,41.20,41.20,42.80,53,3728,154608.00,
532365,DYNACONS SYS,B ,Q,32.15,33.35,31.90,32.70,32.50,33.15,24,3024,97697.00,
532366,PNB GILTS   ,B ,Q,33.00,34.20,32.85,33.80,33.70,33.85,41,5338,178663.00,
532368,BCG         ,T ,Q,4.40,4.59,4.32,4.44,4.34,4.54,64,270491,1197361.00,
532369,RAMCO INDS. ,B ,Q,202.00,205.00,201.95,203.90,203.90,202.00,95,1812,367483.00,
532370,RAMCO  SYSTM,B ,Q,221.70,229.10,220.60,224.95,222.00,224.35,59,1243,278562.00,
532371,TATA TELESER,B ,Q,4.10,4.10,4.10,4.10,4.10,4.31,38,30017,123069.00,
532372,VIRINCHI    ,X ,Q,78.30,78.60,76.35,77.10,77.00,78.30,64,4852,374736.00,
532373,WEPSOLN     ,X ,Q,19.30,19.30,19.30,19.30,19.30,20.00,1,210,4053.00,
532374,STER TECH   ,A ,Q,195.50,195.50,184.75,186.55,186.55,196.15,4810,361027,67948682.00,
532376,MRO-TEK     ,B ,Q,28.00,28.00,28.00,28.00,28.00,28.15,2,50,1400.00,
532380,BABA ARTS   ,X ,Q,3.70,3.70,3.37,3.70,3.70,3.37,6,411,1418.00,
532382,BALAJI TELE.,B ,Q,67.15,68.30,65.10,65.25,65.30,68.25,105,4544,298754.00,
532384,TYCHE INDS  ,X ,Q,64.20,64.20,62.90,63.00,63.00,64.95,11,900,57164.00,
532386,CALIFORN.SOF,B ,Q,19.90,19.90,16.95,17.00,17.00,18.80,21,2180,37337.00,
532388,INDIAN OVER.,A ,Q,11.75,11.80,11.30,11.64,11.64,11.82,214,82351,952203.00,
532390,TAJ GVK HOTL,B ,Q,190.70,191.40,186.10,189.70,189.70,189.60,25,787,148458.00,
532391,OPTO CIRCUIT,B ,Q,5.60,5.60,5.03,5.45,5.50,5.63,110,42065,228422.00,
532395,AXISCADES   ,B ,Q,64.00,64.30,61.25,63.15,61.25,65.05,95,26721,1695771.00,
532398,UMESL       ,B ,Q,2.23,2.23,2.06,2.10,2.10,2.15,9,3507,7348.00,
532400,BSOFT       ,A ,Q,89.80,92.20,88.50,91.55,91.20,91.20,624,43987,3993527.00,
532404,SAVEN TECHNO,X ,Q,18.20,18.70,16.35,18.00,18.00,19.30,59,35478,631584.00,
532406,AVANTEL LTD ,X ,Q,260.00,260.00,257.50,257.50,257.50,259.10,7,30,7752.00,
532407,MOSCHIP     ,X ,Q,17.85,17.85,17.20,17.40,17.20,17.85,29,10249,178625.00,
532408,MEGASOFT LTD,B ,Q,8.30,8.81,7.88,8.72,8.72,8.01,314,191821,1671874.00,
532410,TRANSCORP IN,X ,Q,18.00,18.45,17.50,17.50,17.50,18.05,13,2276,40973.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,3102,589.00,
532413,CEREBRA INTE,B ,Q,24.00,26.05,23.50,25.70,25.30,24.60,271,17980,454319.00,
532416,MID-DAY MULT,B ,Q,14.55,14.55,14.55,14.55,14.55,16.15,1,500,7275.00,
532418,ANDHRA BANK ,A ,Q,24.15,24.30,23.80,24.00,24.00,24.15,187,29524,707049.00,
532419,SMARTLINK   ,B ,Q,96.00,97.80,94.60,96.80,97.45,97.00,140,8078,779371.00,
532424,GODREJ CONS ,A ,Q,682.50,682.50,675.00,680.80,680.80,681.40,737,37801,25687658.00,
532425,GENUSPRIME  ,XT,Q,2.93,3.05,2.93,3.05,3.05,3.08,3,1250,3667.00,
532430,BF UTILI    ,B ,Q,187.00,187.90,182.50,186.15,186.15,187.75,662,21980,4077670.00,
532432,UNITD SPR   ,B ,Q,578.50,578.50,563.50,566.00,565.20,572.65,1635,55013,31273832.00,
532439,OLECTRA     ,B ,Q,206.40,208.70,198.85,205.25,205.25,204.05,142,7767,1568367.00,
532440,MPS LTD     ,B ,Q,533.05,546.25,533.00,543.95,543.95,538.20,23,138,74280.00,
532443,CERA SANITAR,A ,Q,2954.00,3034.90,2952.60,3022.60,3025.00,2981.45,36,130,390408.00,
532454,BHARTI ARTL ,A ,Q,360.00,364.95,356.50,363.25,363.25,359.80,1465,173013,62745266.00,
532455,SHALIMAR WIR,X ,Q,12.44,12.44,11.50,11.51,11.50,11.50,7,248,2862.00,
532456,COMPUAGE INF,B ,Q,13.20,13.95,13.20,13.50,13.50,13.75,17,6121,82601.00,
532457,GULSHAN POLY,B ,Q,47.90,47.90,46.20,47.00,47.00,46.70,20,1453,67651.00,
532459,AUNDEFAZE   ,X ,Q,15.60,15.80,15.60,15.80,15.80,16.00,4,352,5541.00,
532460,PONNI SUG(ER,B ,Q,120.00,132.90,117.10,117.10,117.10,117.10,10,4700,565690.00,
532461,PUNJAB NATIO,A ,Q,77.40,77.90,73.60,76.25,76.25,79.20,8893,3498086,264314856.00,
532466,ORACLE FIN  ,A ,Q,3313.55,3314.00,3243.55,3267.30,3268.70,3308.15,266,11415,37277321.00,
532467,HAZ MUL PRO ,XT,Q,0.65,0.65,0.65,0.65,0.65,0.65,1,700,455.00,
532468,KAMAHOLDING ,B ,Q,5401.00,5454.00,5400.00,5400.05,5400.00,5494.85,10,41,221475.00,
532475,APTECH LTD  ,B ,Q,146.00,148.90,142.25,148.05,148.05,146.25,785,34460,5020102.00,
532477,UNION BANK L,A ,Q,74.40,74.40,70.70,72.65,72.65,74.45,2139,805850,58236132.00,
532478,UNITED BREWA,A ,Q,1357.50,1359.20,1345.00,1350.00,1350.00,1353.95,577,11027,14890070.00,
532479,ISMT LTD    ,B ,Q,6.50,6.60,6.50,6.56,6.60,6.60,7,3941,25824.00,
532480,ALLAHABAD BK,A ,Q,42.00,42.00,40.15,41.80,41.80,41.85,759,306905,12628725.00,
532481,NOIDA-TOLL B,B ,Q,4.25,4.25,3.73,3.87,3.81,3.99,56,28544,111267.00,
532482,GRANULES (I),A ,Q,104.40,104.40,101.20,102.10,102.10,104.10,494,37707,3870138.00,
532483,CANARA BANK ,A ,Q,269.00,269.00,253.70,262.30,262.30,268.50,2867,378818,98470372.00,
532485,BALMER LA.IN,B ,Q,443.95,443.95,437.60,439.10,439.00,441.85,107,2991,1313399.00,
532486,POKARNA LTD ,B ,Q,163.55,167.20,163.10,165.55,165.55,163.00,24,486,80515.00,
532488,DIVI'S LAB. ,A ,Q,1546.55,1554.00,1519.15,1546.00,1551.00,1535.60,875,20540,31578739.00,
532493,ASTRA MICRO ,B ,Q,90.65,91.80,90.65,91.00,91.20,90.80,163,13914,1267139.00,
532497,RADICOKHAIT ,A ,Q,285.05,285.05,269.45,279.35,279.35,285.00,2079,75666,20769866.00,
532498,SHRMCITYUN  ,A ,Q,1479.45,1479.45,1465.40,1465.40,1465.40,1533.25,9,10,14717.00,
532500,MARUTISUZUK ,A ,Q,6849.00,6860.00,6765.00,6778.20,6778.20,6848.50,3591,39796,270618582.00,
532503,RAJAPAMILLS ,X ,Q,870.00,887.90,867.05,884.25,884.90,883.70,71,748,658070.00,
532504,NAVIN FLUORI,A ,Q,741.00,759.35,737.00,742.95,741.70,737.90,389,3655,2723930.00,
532505,UCOBANK     ,A ,Q,18.15,18.20,17.75,18.05,18.15,18.15,213,69547,1252854.00,
532507,BAG FIL MED ,B ,Q,4.08,4.08,4.00,4.00,4.00,4.10,10,3557,14251.00,
532508,JSL         ,B ,Q,38.25,38.25,36.95,37.35,37.25,38.35,211,19915,743469.00,
532509,SUPRAJIT ENG,B ,Q,207.80,209.65,200.00,203.75,201.00,210.35,168,5568,1136462.00,
532511,EXCEL CROP. ,B ,Q,3195.00,3195.00,3156.45,3162.25,3160.05,3171.40,27,83,263090.00,
532513,TVSELE      ,B ,Q,184.65,185.50,180.50,181.95,181.95,184.85,485,12454,2269964.00,
532514,INDRA GAS   ,A ,Q,336.00,338.90,328.35,336.60,338.70,336.35,1076,62185,20716402.00,
532515,TV TODAY    ,B ,Q,266.00,272.80,265.60,271.25,268.15,265.25,91,1214,328299.00,
532521,PALRED      ,B ,Q,28.80,29.65,28.80,29.65,29.65,29.10,8,176,5120.00,
532522,PETRONET LNG,A ,Q,239.10,239.35,234.60,237.15,235.75,239.30,919,54668,12944367.00,
532523,BIOCON LTD. ,A ,Q,257.45,258.15,250.25,256.40,256.40,258.15,2799,195625,49807633.00,
532524,PTC INDIA   ,A ,Q,68.25,68.65,67.05,67.25,67.25,68.45,933,141899,9661518.00,
532525,BANK MAHA   ,B ,Q,16.45,16.65,15.95,16.10,16.10,16.40,201,117491,1909600.00,
532527,RK FORGINGS ,B ,Q,447.65,457.65,447.00,449.00,450.00,453.00,16,277,123956.00,
532528,DATAM GLOB  ,B ,Q,101.10,103.35,100.55,102.65,102.40,101.70,106,4856,491222.00,
532529,NDTV        ,B ,Q,34.55,34.85,34.20,34.80,34.85,34.90,14,3802,131618.00,
532531,STAR        ,A ,Q,428.85,438.00,418.50,435.80,437.95,431.85,1441,71202,30565363.00,
532532,JAIPRA      ,A ,Q,4.01,4.05,3.92,3.98,4.02,4.05,135151,1692983,6745931.00,
532538,ULTRATECH CM,A ,Q,4575.15,4584.75,4544.50,4571.10,4565.00,4571.00,771,17443,79520001.00,
532539,MINDA IND   ,A ,Q,332.85,338.00,330.55,334.15,336.00,333.70,164,3478,1160669.00,
532540,TCS LTD.    ,A ,Q,2257.00,2285.05,2241.30,2250.25,2250.25,2258.45,6697,160534,363728120.00,
532541,NIITTECH    ,A ,Q,1339.85,1341.00,1329.05,1340.20,1334.20,1342.95,278,5060,6758078.00,
532543,GULFPETRO   ,B ,Q,54.60,55.40,54.25,55.05,55.05,56.00,23,1025,56175.00,
532548,CENTURYPLY  ,A ,Q,163.00,167.45,161.00,165.85,165.05,162.65,180,7116,1162820.00,
532553,WELENT      ,B ,Q,134.25,135.00,131.80,133.25,133.25,135.10,260,34279,4545074.00,
532555,NTPC LTD    ,A ,Q,135.00,135.70,133.40,134.65,134.65,134.30,1972,380371,51216354.00,
532604,SALSTEEL    ,B ,Q,4.20,4.24,3.93,4.09,4.09,4.28,32,13732,55310.00,
532605,JBM AUTO    ,B ,Q,244.55,249.80,238.90,244.95,244.00,246.90,86,1366,332778.00,
532610,DWAR SUGAR  ,B ,Q,27.05,27.60,26.20,27.00,27.15,27.05,141,37703,1018267.00,
532612,INDOCO REM  ,B ,Q,163.35,164.50,158.15,159.45,159.60,167.50,91,1874,301187.00,
532613,VIPCLOTHNG  ,B ,Q,15.80,15.95,15.00,15.15,15.15,16.20,110,12866,196559.00,
532617,JETAIRWAYS  ,A ,Q,99.40,100.95,84.80,91.95,91.95,110.40,27440,3504965,320283113.00,
532621,MORARJETEX  ,B ,Q,16.40,17.50,16.40,17.00,17.00,18.00,4,100,1671.00,
532622,GATEWAY DIST,A ,Q,134.50,134.50,130.00,133.40,133.35,134.00,102,2823,374431.00,
532624,JINDALPH    ,B ,Q,17.65,18.70,17.55,18.60,18.60,19.00,4,156,2750.00,
532626,PONDY OXIDES,X ,Q,244.00,249.00,236.60,238.40,240.00,244.95,123,3992,958932.00,
532627,JPPOWER     ,B ,Q,2.07,2.20,2.06,2.09,2.10,2.16,92,310548,652649.00,
532628,3I INFOTECH ,B ,Q,3.57,3.57,3.40,3.44,3.43,3.56,102,199485,686320.00,
532629,MCNALLYB    ,T ,Q,4.15,4.15,4.03,4.10,4.03,4.23,8,4640,19035.00,
532630,GOKALDAS    ,B ,Q,96.00,99.25,94.55,98.25,98.30,96.30,296,20231,1967952.00,
532633,ALLSEC TECH ,T ,Q,312.20,312.55,312.05,312.50,312.50,312.05,7,3540,1105675.00,
532636,IIFL        ,T ,Q,144.50,159.30,144.50,159.30,159.30,151.75,112,10724,1644602.00,
532637,MAN DRUGORG ,T ,Q,40.00,40.00,37.25,38.00,38.00,38.60,28,3285,126320.00,
532638,SHOPPER STOP,A ,Q,481.45,482.70,480.55,482.70,482.70,483.65,3,60,28894.00,
532641,NDL         ,B ,Q,43.00,43.00,41.10,42.00,41.95,42.10,72,3432,144444.00,
532642,JSWHL       ,B ,Q,2865.00,2888.40,2822.05,2837.35,2837.35,2806.95,11,33,94123.00,
532644,JK CEMENT   ,A ,Q,1034.70,1035.00,1015.00,1024.05,1015.05,1031.55,79,422,433967.00,
532646,UNIPLY IND  ,B ,Q,58.95,60.65,58.40,58.80,58.55,57.80,546,149811,8984970.00,
532647,PROVOGUE IND,T ,Q,1.07,1.07,0.97,0.97,0.97,1.02,11,2126,2195.00,
532648,YES BANK    ,A ,Q,130.80,130.80,116.10,117.20,117.20,134.65,73151,14285099,1737488727.00,
532649,NECTAR LIFE ,B ,Q,16.10,16.35,16.00,16.25,16.25,16.45,155,10696,173141.00,
532650,MSP STEEL   ,B ,Q,8.10,9.78,8.10,9.14,9.14,8.68,9,208,1691.00,
532651,SPL INDS    ,B ,Q,33.50,42.90,33.50,42.90,42.90,35.75,263,19730,806039.00,
532652,KARNATAKA BK,A ,Q,108.65,108.90,105.70,108.15,108.15,109.10,1540,185700,19876627.00,
532654,MCLEOD RUSSE,B ,Q,24.25,25.20,23.05,23.05,23.05,24.25,726,82336,1946518.00,
532656,FACOR ALLOYS,X ,Q,1.75,1.75,1.59,1.60,1.60,1.67,27,12800,20675.00,
532658,EON ELECT   ,B ,Q,32.25,34.80,31.60,32.60,32.60,33.45,33,1278,42707.00,
532659,IDFC        ,A ,Q,36.75,36.75,35.10,35.95,35.70,36.75,697,328730,11687873.00,
532660,VIVIMED LABS,B ,Q,20.10,20.50,19.05,19.85,20.00,20.25,347,45407,892508.00,
532661,RANE MADRAS ,B ,Q,327.00,329.85,323.80,326.40,326.70,333.30,35,277,90602.00,
532662,HT MEDIA    ,B ,Q,28.80,29.55,26.20,27.30,27.00,29.10,136,11777,324088.00,
532663,SASKEN      ,B ,Q,715.00,720.35,711.05,720.05,720.35,717.65,67,649,464329.00,
532666,FCS SOFTWARE,B ,Q,0.21,0.22,0.21,0.22,0.22,0.22,52,199276,42686.00,
532667,SUZLONENERGY,A ,Q,4.42,4.44,4.18,4.35,4.35,4.48,10180,4999601,21390916.00,
532668,AURIONPRO SO,B ,Q,125.00,129.00,125.00,127.15,127.15,128.75,15,733,93049.00,
532669,SOUTHBIOTEC ,XT,Q,0.98,0.98,0.98,0.98,0.98,0.99,2,2400,2352.00,
532670,RENUKA SUGAR,B ,Q,9.85,9.90,9.72,9.84,9.90,9.81,70,29085,284472.00,
532673,KM SUGARMILL,B ,Q,7.85,7.95,7.62,7.95,7.95,7.60,13,1672,12929.00,
532674,BANNARI AMMA,B ,Q,186.50,186.50,170.00,179.90,179.90,172.00,3,221,39744.00,
532678,BOMBAY RAYON,T ,Q,7.16,7.60,7.16,7.53,7.50,7.52,20,5063,37739.00,
532679,SORILINFRA  ,B ,Q,200.00,215.70,195.50,215.70,215.70,205.45,1060,31018,6480732.00,
532683,AIAENGINEER ,A ,Q,1835.70,1835.70,1770.00,1779.15,1808.90,1843.00,183,605,1087166.00,
532684,EVEREST KANT,B ,Q,24.60,26.90,24.50,25.75,25.75,24.95,132,19863,508227.00,
532686,KERNEX MICRO,T ,Q,26.90,27.30,26.90,27.30,27.30,26.75,9,1150,31017.00,
532687,REPRO INDIA ,B ,Q,549.25,549.25,522.05,530.00,528.05,564.90,171,1081,579789.00,
532689,PVR LTD     ,A ,Q,1720.00,1732.95,1704.60,1725.50,1731.60,1724.50,346,6615,11374896.00,
532692,RADHA MADHAV,B ,Q,9.00,9.19,8.61,8.61,8.61,9.06,67,25333,218912.00,
532693,PUNJ LLOYD  ,T ,Q,1.60,1.60,1.47,1.51,1.51,1.54,149,193900,292416.00,
532694,BARTRONICSIN,B ,Q,5.48,5.48,4.16,4.76,4.74,4.96,36,3877,18690.00,
532695,CELEBRITYFAS,B ,Q,6.80,6.85,6.78,6.81,6.80,7.14,14,2242,15249.00,
532696,EDUCOMP SOLN,Z ,Q,1.65,1.69,1.63,1.67,1.67,1.71,21,21845,35667.00,
532698,NITINSPINNER,B ,Q,75.40,76.45,73.00,75.35,76.45,76.85,26,2835,212176.00,
532699,ROYALORCH   ,B ,Q,108.00,110.20,108.00,109.25,110.20,110.05,11,294,32041.00,
532700,ENT NETWORK ,B ,Q,439.00,439.00,428.05,435.35,436.00,442.45,38,591,256148.00,
532701,CELLA       ,Z ,Q,4.32,4.52,4.32,4.52,4.52,4.32,4,1036,4675.00,
532702,GUJ PETRONET,A ,Q,195.65,195.65,184.50,186.85,185.00,195.65,759,20501,3844749.00,
532705,JAGRAN PRAK ,A ,Q,111.00,111.15,109.10,110.15,109.85,110.60,128,5530,609048.00,
532706,INOX LEISURE,A ,Q,317.70,328.35,313.40,325.30,325.30,316.15,1012,22172,7166982.00,
532707,DYNEMIC PRO ,B ,Q,109.40,115.50,109.40,112.55,112.55,112.70,95,13225,1497902.00,
532708,GVK POWERINF,B ,Q,6.25,6.25,6.03,6.12,6.16,6.35,256,238494,1464523.00,
532710,SADBHAV ENGG,A ,Q,258.60,265.55,256.05,263.75,263.75,258.95,328,5216,1367620.00,
532711,SUNIL HITECH,T ,Q,0.68,0.68,0.68,0.68,0.68,0.71,20,28952,19687.00,
532712,REL COM LTD ,A ,Q,1.63,1.63,1.54,1.54,1.54,1.62,1861,8279239,12890075.00,
532713,SAKUMA EXPO ,B ,Q,23.55,25.00,20.50,24.05,24.05,23.60,619,112523,2609859.00,
532714,KEC INTERN  ,A ,Q,323.00,327.60,318.00,323.70,323.70,323.25,879,20565,6645534.00,
532716,GILLA ARBUT ,B ,Q,45.40,45.40,44.00,44.00,44.00,45.00,9,534,23517.00,
532717,INDOTECHTR  ,B ,Q,104.90,104.90,95.10,101.05,102.85,98.75,28,757,77480.00,
532719,BL KASHYAP  ,B ,Q,13.00,13.25,12.00,13.20,13.15,12.70,175,29486,376407.00,
532720,M&M FINANSER,A ,Q,418.55,423.80,412.55,422.70,422.70,420.45,1229,44046,18443186.00,
532721,VISA STEEL  ,B ,Q,6.21,6.79,6.01,6.79,6.79,6.17,10,600,3938.00,
532722,NITCO TILES ,B ,Q,35.75,35.95,34.45,34.85,35.10,34.80,110,9695,339941.00,
532725,SOLAR IND   ,A ,Q,1150.50,1175.00,1145.90,1164.60,1175.00,1162.75,37,116,134412.00,
532726,GALLAN METAL,B ,Q,40.55,41.90,40.55,41.15,41.45,41.85,19,3423,139626.00,
532727,ADHUNIK MET ,T ,Q,1.70,1.70,1.64,1.64,1.64,1.72,13,20051,32913.00,
532728,MALU PAPER  ,B ,Q,22.90,25.45,22.90,25.45,25.45,25.40,5,292,7060.00,
532729,UTTAM SUGAR ,B ,Q,123.25,125.00,121.70,124.70,124.70,122.90,105,8100,995823.00,
532730,STL GLOBAL  ,B ,Q,12.47,13.76,12.46,13.24,13.25,13.11,219,80467,1080050.00,
532731,ROHIT FERRO ,T ,Q,1.01,1.04,1.01,1.03,1.03,1.06,6,4624,4759.00,
532732,KEWAL KIRAN ,B ,Q,1231.00,1269.00,1178.00,1203.65,1203.65,1264.85,23,115,139072.00,
532733,SUN TVNET   ,A ,Q,523.05,534.95,517.35,530.40,530.40,524.35,895,66112,34769655.00,
532734,GODAWARI POW,B ,Q,241.00,241.25,226.60,237.70,236.85,241.05,415,7134,1680035.00,
532735,RSYSTEMINT  ,B ,Q,44.90,46.00,44.90,46.00,46.00,45.00,7,305,13751.00,
532737,EMKAY GLOB F,B ,Q,73.05,75.95,73.00,74.40,75.95,76.30,20,2090,153899.00,
532740,LOKESH MACH ,B ,Q,44.50,46.65,44.00,46.50,46.65,45.40,40,970,43501.00,
532741,KAMDHENU    ,B ,Q,165.25,172.00,161.10,170.90,170.05,164.55,40,3148,518558.00,
532742,PAUSHAK LTD ,X ,Q,2400.00,2443.40,2390.00,2399.35,2400.00,2404.95,81,692,1663123.00,
532744,GTN TEXTILE ,T ,Q,7.92,7.92,7.92,7.92,7.92,7.55,4,160,1267.00,
532745,INDICAP     ,X ,Q,35.00,36.50,35.00,35.15,35.10,35.15,14,725,25445.00,
532746,UNITY INFRA ,Z ,Q,0.57,0.57,0.57,0.57,0.57,0.57,1,1,0.00,
532748,PRIME FOCUS ,B ,Q,54.50,54.50,52.55,53.00,52.55,54.45,55,1453,77662.00,
532749,ALLCARGO    ,B ,Q,110.65,111.40,108.05,108.25,108.25,109.50,103,5542,605358.00,
