SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
523606,SIKA INTER. ,X ,Q,193.50,194.00,188.50,191.30,193.90,194.10,45,1298,249048.00,
523610,ITI LTD.    ,A ,Q,92.20,92.30,90.50,91.20,91.20,92.25,755,70155,6402162.00,
523618,DREDGING COR,B ,Q,405.00,409.65,398.95,403.90,405.00,407.35,652,13686,5517556.00,
523620,PHARMASIA   ,XT,Q,20.00,20.00,19.10,20.00,20.00,19.10,5,541,10783.00,
523630,NATIONAL FER,B ,Q,38.20,38.30,37.45,37.65,37.60,38.35,164,21691,819723.00,
523638,IP RINGS LTD,X ,Q,93.50,93.50,91.50,91.50,91.50,94.15,41,2826,263744.00,
523642,PI INDUS.LTD,A ,Q,1101.00,1147.00,1097.30,1142.95,1143.25,1100.35,723,8165,9271037.00,
523650,REDEX PROTEC,XT,Q,9.14,9.15,9.14,9.15,9.15,8.80,3,1500,13724.00,
523660,WATERBASE   ,X ,Q,126.60,127.00,121.25,123.95,123.95,124.40,608,41408,5093826.00,
523672,FLEX FOODS  ,X ,Q,58.65,60.40,58.40,60.40,60.40,59.25,11,163,9740.00,
523676,GOLKUNDA DIA,X ,Q,14.49,14.49,14.11,14.49,14.49,13.80,8,961,13901.00,
523694,APCOTEX IND ,B ,Q,548.00,562.65,545.40,553.50,553.00,558.85,10,606,334707.00,
523696,FORTIS MLR  ,X ,Q,52.00,52.50,52.00,52.50,52.50,53.00,3,1125,58562.00,
523704,MASTEK LTD  ,B ,Q,475.00,477.00,470.00,475.00,476.40,475.65,116,4660,2209497.00,
523708,EIMCO ELECON,B ,Q,402.00,423.65,402.00,403.25,409.00,421.00,20,351,142292.00,
523710,SAYAJI HOTEL,XT,Q,245.00,245.00,245.00,245.00,245.00,248.00,4,205,50225.00,
523716,ASHIANA HOU ,B ,Q,120.00,123.95,118.50,123.30,123.30,124.60,61,4065,495498.00,
523722,SVAM SOFTWAR,X ,Q,0.40,0.40,0.40,0.40,0.40,0.39,1,500,200.00,
523732,ECO BOARD IN,XT,Q,2.05,2.05,2.05,2.05,2.05,2.05,1,200,410.00,
523736,DVL         ,B ,Q,87.25,88.00,85.50,86.95,88.00,88.35,140,10686,926074.00,
523754,MAHEPC      ,X ,Q,105.55,108.95,105.00,108.70,108.95,107.05,46,3948,419445.00,
523756,SREIINFRA   ,A ,Q,21.05,21.95,19.65,21.40,21.40,21.60,615,231108,4736000.00,
523768,GUJ.BOROSIL ,X ,Q,86.50,88.45,85.85,86.30,86.00,88.20,125,12617,1093018.00,
523782,MITSHI      ,X ,Q,39.00,40.35,34.40,37.50,37.50,37.00,21,9006,358265.00,
523792,MAZDA LTD   ,B ,Q,422.85,422.85,407.05,418.70,418.70,422.25,58,716,295653.00,
523796,VICEROY HOTE,T ,Q,2.36,2.36,2.14,2.14,2.14,2.25,32,17478,37763.00,
523828,MENON BEAR. ,B ,Q,76.70,76.70,73.80,75.45,75.50,75.20,16,776,57804.00,
523838,SIMPLX INFRA,B ,Q,125.00,126.00,123.00,123.25,123.80,125.80,52,1450,179486.00,
523840,INN.TECH.PAC,X ,Q,21.50,21.80,20.50,20.50,20.50,21.70,10,650,13664.00,
523842,SUPER TANNER,X ,Q,2.57,2.58,2.57,2.57,2.57,2.70,5,1434,3685.00,
523844,INVICTA MED ,XT,Q,3.90,3.90,3.90,3.90,3.90,3.90,1,100,390.00,
523850,AXTEL INDUS.,X ,Q,120.05,123.00,120.00,122.55,120.00,120.70,9,607,74145.00,
524000,MAGMA FIN   ,A ,Q,132.25,132.25,129.80,130.95,130.20,130.10,53,11358,1491574.00,
524013,HIND.FLUROCA,T ,Q,13.50,13.50,13.50,13.50,13.50,14.21,6,840,11340.00,
524019,KINGFA      ,B ,Q,648.10,672.95,648.10,662.50,662.50,668.70,55,373,246709.00,
524037,RAMA PHOSPH ,X ,Q,73.00,78.45,73.00,75.00,75.00,76.90,19,2807,210231.00,
524038,VENLON ENTR ,XT,Q,2.70,2.70,2.70,2.70,2.70,2.84,1,250,675.00,
524051,POLYPLEX    ,B ,Q,554.05,554.05,539.60,544.85,546.00,554.65,215,6283,3408372.00,
524075,ALBERT DAVID,B ,Q,415.00,415.00,413.00,414.00,414.00,403.45,3,120,49590.00,
524084,MONSANTO (I),A ,Q,2350.00,2361.80,2342.00,2348.15,2342.00,2365.65,14,59,138667.00,
524091,ACRYCIL LTD.,X ,Q,103.95,105.20,101.00,102.40,103.90,105.10,77,6798,701236.00,
524109,KABRA EXTR  ,B ,Q,81.00,81.00,77.05,77.10,77.10,80.05,24,2809,219139.00,
524129,VINYL CHEM  ,B ,Q,70.00,70.65,69.10,70.10,69.45,71.05,92,7563,528742.00,
524136,PEE CEE COSM,X ,Q,96.25,96.25,96.25,96.25,96.25,101.30,3,95,9143.00,
524164,IOL CHEM PH ,B ,Q,206.15,209.50,204.45,205.25,205.25,207.40,740,35708,7373165.00,
524174,KESAR PETRO ,X ,Q,7.94,7.94,7.00,7.59,7.50,7.76,150,33896,255558.00,
524200,VINATI ORG. ,A ,Q,2039.00,2039.00,1993.50,2005.60,2005.00,2035.10,325,2181,4378533.00,
524202,LACTOSE(I)  ,XT,Q,26.70,27.45,26.60,26.60,26.60,27.95,11,2209,58830.00,
524208,AARTI INDUST,A ,Q,1726.20,1735.00,1719.60,1726.55,1730.00,1739.50,617,2947,5082985.00,
524218,RESONANCE   ,X ,Q,34.85,38.10,34.60,36.30,37.10,36.15,88,10993,401826.00,
524226,GUJ AMB EXP ,B ,Q,193.90,194.00,190.30,192.40,192.00,195.50,118,1490,285917.00,
524230,RASHTR.CHEM.,A ,Q,63.75,63.75,61.65,62.45,62.45,63.65,1127,285816,17888715.00,
524280,KOPRAN LTD. ,B ,Q,37.25,37.25,36.55,36.85,37.15,36.90,68,4895,180303.00,
524288,AIMCO PESTI.,X ,Q,115.00,115.00,111.20,113.50,115.00,118.00,35,1423,161973.00,
524314,GUJ.TERC LAB,XT,Q,7.00,7.00,7.00,7.00,7.00,7.00,1,500,3500.00,
524322,KABRA DRUGS ,XT,Q,0.57,0.57,0.57,0.57,0.57,0.57,1,30,17.00,
524324,SEYAIND     ,B ,Q,440.00,455.00,431.00,433.60,433.60,437.55,110,7005,3070079.00,
524330,JAYANT AGRO ,B ,Q,189.90,192.45,189.05,190.00,190.00,192.40,16,322,61130.00,
524332,BCLIL       ,X ,Q,92.05,93.70,89.15,91.50,90.95,92.90,57,2345,212506.00,
524336,SH.HARI CHEM,X ,Q,23.40,23.40,21.80,22.10,22.10,22.85,10,1099,24457.00,
524342,INDOBORAXC  ,X ,Q,404.00,404.00,380.50,390.00,390.00,390.60,20,688,268434.00,
524348,AARTI DRUGS ,B ,Q,557.00,561.00,546.85,548.45,548.00,554.85,58,223,122965.00,
524370,BODAL CHEM  ,B ,Q,109.95,109.95,105.95,106.30,106.00,110.25,464,10270,1102099.00,
524372,ORCHIDPHAR  ,Z ,Q,6.82,6.82,6.18,6.18,6.20,6.50,126,56807,361966.00,
524400,ISHITA DRUGS,X ,Q,15.80,17.40,15.80,17.35,17.35,16.60,4,195,3095.00,
524404,MARKSANS    ,B ,Q,21.45,21.60,21.05,21.40,21.20,21.40,240,77291,1642654.00,
524412,AAREY DRUGS ,X ,Q,23.20,23.20,22.20,22.85,23.00,23.15,42,4465,100453.00,
524414,NORRIS MEDI.,XT,Q,5.40,5.90,5.40,5.90,5.90,5.62,3,750,4125.00,
524440,CAMEX LTD   ,X ,Q,33.40,33.40,27.05,27.75,27.75,29.00,13,239,6993.00,
524444,KAVITIND    ,X ,Q,46.00,47.55,44.75,45.05,45.05,46.85,65,25485,1172622.00,
524470,SYNCOM FORM.,X ,Q,1.02,1.02,0.96,0.98,0.98,1.01,306,517355,510441.00,
524480,RIDHI SIDHI ,XT,Q,277.00,277.00,277.00,277.00,277.00,276.00,1,2,554.00,
524488,SVCIND      ,XT,Q,1.22,1.22,1.22,1.22,1.22,1.17,4,4700,5734.00,
524494,IPCA LAB LTD,A ,Q,924.95,960.55,924.95,936.45,933.55,916.85,847,10362,9786536.00,
524500,KILITCH DRUG,B ,Q,167.75,171.50,165.80,167.55,167.60,166.35,116,2403,406182.00,
524506,CORAL LAB.  ,X ,Q,248.00,249.90,237.10,246.75,237.50,250.00,54,1126,274086.00,
524518,KREBS BIOCHM,B ,Q,86.00,89.70,86.00,89.70,89.65,88.20,3,52,4479.00,
524520,KMC SHIL    ,X ,Q,11.95,12.48,11.81,12.24,12.10,11.95,76,24122,292453.00,
524522,LAFFANS PETR,X ,Q,14.75,15.75,14.75,14.80,15.75,15.20,6,694,10255.00,
524534,BHASKAR AGRO,XT,Q,19.05,19.05,19.05,19.05,19.05,18.40,1,1,19.00,
524542,SUKJIT STRCH,X ,Q,232.20,239.95,232.20,234.40,234.05,237.05,46,809,189762.00,
524558,NEULAND LAB.,B ,Q,570.00,581.40,561.15,572.45,575.00,577.55,151,1557,888667.00,
524570,PODDAR PIGM.,B ,Q,171.15,176.70,170.00,173.75,173.75,171.55,12,853,145428.00,
524576,VIVID IND   ,X ,Q,29.50,30.60,29.30,29.30,29.30,29.85,15,3895,115446.00,
524580,PRIYA LTD.  ,X ,Q,23.50,23.50,23.50,23.50,23.50,24.70,1,41,963.00,
524582,TIRUPATI STA,XT,Q,33.35,33.35,32.50,32.90,32.50,31.80,6,100,3298.00,
524594,ASHOK-ALCO  ,X ,Q,41.00,43.95,40.30,42.95,42.95,42.75,59,1442,61950.00,
524598,AKSHARCHEM I,B ,Q,307.00,307.00,282.35,293.40,291.00,306.45,81,41087,12039980.00,
524606,BERYL DRUGS ,X ,Q,7.90,7.90,7.74,7.74,7.74,7.57,3,365,2847.00,
524634,ALU FLUORIDE,X ,Q,98.00,102.40,98.00,98.90,99.00,99.20,25,1532,151639.00,
524640,ARCHITORG   ,X ,Q,9.00,9.60,8.90,8.93,8.92,9.42,9,1595,14364.00,
524648,INDO AMINES ,X ,Q,81.00,83.10,78.55,79.05,79.85,82.75,58,4571,363281.00,
524652,IND.SWIFT LT,T ,Q,4.65,4.65,4.65,4.65,4.65,4.85,2,950,4417.00,
524663,BH.IMMUN&BIO,B ,Q,8.25,8.55,7.60,7.73,7.73,8.27,64,13008,101244.00,
524667,SOTL        ,B ,Q,1230.35,1260.10,1219.00,1237.55,1220.05,1249.25,15,194,236674.00,
524669,HESTER BISC ,B ,Q,1854.75,1900.00,1854.70,1899.90,1899.90,1890.00,37,188,353781.00,
524675,KABSONS INDU,XT,Q,3.40,3.40,3.40,3.40,3.40,3.47,2,100,340.00,
524687,BASANT AGRO ,X ,Q,3.51,3.67,3.50,3.52,3.52,3.64,49,48377,171234.00,
524699,KILBURN CHEM,XT,Q,27.70,28.40,27.50,28.40,28.40,27.05,3,1001,27628.00,
524709,NACLIND     ,B ,Q,31.60,31.90,31.15,31.85,31.15,32.15,24,5572,176058.00,
524711,VISTA PHARMA,XT,Q,14.10,14.50,13.30,13.95,13.80,13.90,27,5087,68973.00,
524715,SUN PHARMA. ,A ,Q,392.00,393.60,385.70,390.10,390.10,391.65,2692,193543,75306141.00,
524717,TITAN BIOTEC,X ,Q,39.35,39.35,39.35,39.35,39.35,38.75,1,100,3935.00,
524731,JENBURKT PH.,X ,Q,515.00,532.90,515.00,520.35,520.20,515.00,26,2468,1291457.00,
524735,HIKAL LTD.  ,B ,Q,165.85,167.10,163.00,164.25,164.25,165.20,174,8523,1407618.00,
524742,CAPLIN POINT,B ,Q,416.15,439.80,416.15,429.80,431.20,416.40,782,7181,3103451.00,
524748,LINK PHARMA ,X ,Q,15.20,15.50,14.40,14.70,14.50,17.95,57,14485,216757.00,
524752,COMBAT DRUGS,XT,Q,22.60,22.60,22.60,22.60,22.60,23.75,1,1,22.00,
524758,WINTAC LTD  ,X ,Q,192.85,192.85,190.80,190.80,190.80,182.20,4,65,12424.00,
524764,NUTRA       ,X ,Q,13.60,14.50,13.50,14.30,14.30,14.00,36,4446,63090.00,
524774,NGL FINE CHM,X ,Q,532.00,550.00,524.15,549.85,549.95,549.80,49,2751,1509855.00,
524790,EVEREST ORG.,X ,Q,158.50,169.45,158.50,167.05,169.45,160.25,11,435,72222.00,
524804,AUROB.PHARMA,A ,Q,641.65,642.75,629.00,636.65,636.65,641.65,1166,59144,37547927.00,
524808,PHYTOCHEM I.,X ,Q,24.00,24.00,21.25,22.15,21.25,24.30,4,150,3412.00,
524816,NATCO PHARM ,A ,Q,545.00,545.00,535.95,539.80,542.00,544.75,238,6081,3282944.00,
524818,DYNAMIC IND.,X ,Q,75.00,75.05,72.90,72.90,72.90,74.45,15,771,57657.00,
524820,PANAMA PETRO,B ,Q,102.70,102.70,101.10,101.10,101.10,102.85,3,89,9111.00,
524824,BAL PHARMA  ,B ,Q,61.05,61.05,61.05,61.05,61.05,63.45,1,50,3052.00,
524828,BDH INDUS.  ,XT,Q,65.10,67.00,65.00,67.00,67.00,68.05,12,2022,134078.00,
526027,CUBEX TUBING,B ,Q,12.32,12.32,11.22,11.22,11.22,11.20,2,301,3378.00,
526043,POLYMECH.MCH,X ,Q,30.00,30.00,30.00,30.00,30.00,30.60,3,1100,33000.00,
526073,GALAXY BEAR.,XT,Q,160.10,168.10,157.05,157.05,157.05,160.10,9,113,18929.00,
526093,SATVAH.ISPAT,T ,Q,7.46,8.10,7.46,8.10,8.10,7.85,6,2150,17148.00,
526117,SHERVANI IND,X ,Q,606.00,606.00,570.00,571.85,571.85,584.55,62,638,369092.00,
526137,SHETRON LTD ,X ,Q,23.85,25.50,23.85,25.45,25.45,24.30,3,84,2060.00,
526139,TRANSGENE BI,XT,Q,3.99,3.99,3.71,3.84,3.87,3.90,63,18207,69320.00,
526143,MPL         ,XT,Q,5.90,5.90,5.89,5.89,5.89,6.20,7,8100,47762.00,
526159,NIKHIL ADHSV,X ,Q,159.00,160.00,157.00,160.00,160.00,159.20,4,200,31800.00,
526161,SPENTA INT. ,X ,Q,73.90,76.00,66.00,74.80,76.00,70.95,9,358,26567.00,
526169,MULTIBASE I ,X ,Q,268.95,268.95,238.40,239.30,239.30,264.85,568,36908,9166268.00,
526173,ANDREW YULE ,B ,Q,17.25,17.45,16.70,16.90,16.85,16.95,101,17660,299446.00,
526179,LUDOLOW JUTE,X ,Q,57.40,59.60,57.40,58.95,58.95,58.20,22,868,51121.00,
526195,NEOGEM INDIA,XT,Q,2.78,2.78,2.78,2.78,2.78,2.92,2,130,361.00,
526217,HITECHCORP  ,B ,Q,92.60,92.60,92.00,92.00,92.00,91.50,3,113,10428.00,
526225,BLOOM DEKOR ,X ,Q,14.30,14.30,14.30,14.30,14.30,15.05,4,1625,23237.00,
526227,FILATEX INDI,B ,Q,40.30,40.95,39.55,39.85,39.55,40.45,96,11256,451783.00,
526235,MERCATOR    ,B ,Q,1.71,1.71,1.71,1.71,1.71,1.79,65,138390,236646.00,
526241,AMRAPALI IND,X ,Q,4.13,4.38,4.13,4.13,4.13,4.18,4,352,1454.00,
526247,PREMIER EXPL,B ,Q,211.80,211.80,205.00,206.25,205.00,212.00,15,1420,296244.00,
526263,MOLD-TEK TEC,B ,Q,55.00,56.00,53.55,54.50,54.05,54.20,11,1278,69090.00,
526299,MPHASIS LTD ,A ,Q,967.70,989.75,964.60,977.15,979.90,968.50,1254,72044,69908414.00,
526301,MEDINOVA DIA,XT,Q,15.80,15.80,15.26,15.40,15.40,15.05,4,680,10484.00,
526315,DIVYA.GRANIT,X ,Q,73.15,80.70,73.15,80.60,80.60,76.95,26,601,44065.00,
526355,DURO PACK   ,XT,Q,16.75,16.75,15.20,15.20,15.20,16.00,4,613,9335.00,
526367,GANESH HSG. ,B ,Q,52.00,53.25,50.70,52.95,53.25,53.25,102,3542,183250.00,
526371,NMDC LTD    ,A ,Q,106.75,106.75,100.25,105.80,105.80,107.30,3824,611138,63199646.00,
526381,PAT INT LOG ,B ,Q,40.90,45.80,38.20,44.30,44.30,40.80,198,11455,474683.00,
526397,ALPHAGEO (I),B ,Q,446.50,451.75,439.30,441.25,440.00,451.45,58,373,165708.00,
526407,RIT PRO IND ,X ,Q,18.50,18.50,17.30,18.20,18.20,18.60,16,978,17685.00,
526409,KKALPANAIND ,X ,Q,22.70,22.70,19.65,19.75,19.75,20.80,26,2100,41703.00,
526415,OK PLAY (I) ,XT,Q,32.00,32.00,30.80,30.85,31.90,32.40,19,1003,31145.00,
526423,KRITI INDUS.,X ,Q,21.15,21.15,19.80,20.75,20.75,20.25,22,2759,55896.00,
526433,ASM TECHNOLO,X ,Q,105.00,110.50,105.00,109.30,110.50,109.95,23,478,52443.00,
526441,VISIONCINE  ,XT,Q,0.66,0.66,0.66,0.66,0.66,0.69,4,11031,7280.00,
526445,INDRAYANI BI,XT,Q,5.17,5.17,5.17,5.17,5.17,5.18,3,148,765.00,
526471,WINSOME BREW,XT,Q,3.80,4.00,3.80,4.00,4.00,4.00,22,920,3520.00,
526479,SKY INDUST. ,X ,Q,35.00,35.90,35.00,35.90,35.90,35.90,2,20,709.00,
526481,PHOENIX INT.,XT,Q,15.95,16.00,15.95,16.00,16.00,16.78,2,500,7985.00,
526492,RISHIROOP   ,X ,Q,53.10,54.80,53.05,53.20,53.20,54.85,4,160,8580.00,
526500,STR GRE WOO ,XT,Q,10.30,10.30,10.30,10.30,10.30,10.30,1,91,937.00,
526504,DOLPHIN MEDI,XT,Q,1.10,1.14,1.10,1.14,1.14,1.10,7,10605,11888.00,
526506,SYSTAMATIX C,X ,Q,38.00,38.75,38.00,38.10,38.10,37.20,15,8334,318330.00,
526508,SHAHISHIP   ,XT,Q,7.35,7.98,7.35,7.98,7.98,7.70,4,745,5476.00,
526519,ALPINE HSG. ,X ,Q,13.49,13.49,12.50,12.50,12.50,13.49,14,1288,16126.00,
526521,SANGHI IND. ,B ,Q,62.70,63.70,61.35,62.45,62.20,63.15,39,1858,116114.00,
526538,MAXIMAA SYST,X ,Q,2.65,2.65,2.55,2.65,2.65,2.60,10,17725,45587.00,
526544,SCANP GEOM  ,X ,Q,26.50,26.95,25.25,26.75,26.65,26.15,31,7928,212058.00,
526550,CCHHL       ,T ,Q,6.58,6.58,6.17,6.50,6.50,6.49,9,5006,32612.00,
526568,LONGVIEW TEA,XT,Q,11.00,11.00,11.00,11.00,11.00,11.00,2,4,44.00,
526576,TECHIN      ,B ,Q,4.37,4.37,3.59,3.59,3.59,3.98,3,31,112.00,
526582,TPL PLAST   ,B ,Q,136.00,140.75,135.05,135.30,135.05,141.00,6,36,4873.00,
526586,WIM PLAST LT,X ,Q,485.00,508.00,462.05,484.65,480.05,474.85,50,589,283092.00,
526596,LIBERTY SHOE,B ,Q,131.70,132.20,128.20,128.65,128.65,133.45,225,6427,835671.00,
526608,ELECTROTHERM,B ,Q,279.00,282.75,275.70,280.50,282.75,280.85,197,2986,831855.00,
526612,BLUE DART EX,A ,Q,2704.15,2711.05,2685.10,2710.10,2711.05,2696.55,32,156,420331.00,
526614,EXPO GAS    ,X ,Q,3.78,3.78,3.78,3.78,3.78,3.60,1,100,378.00,
526616,NAT.PLASTIC ,X ,Q,28.50,31.40,28.00,29.75,28.85,31.15,94,3929,113157.00,
526640,ROYALE MANOR,XT,Q,12.21,13.00,12.21,12.56,12.80,12.64,34,21424,270275.00,
526642,MIRZA INTER ,B ,Q,61.00,61.00,57.15,57.70,57.70,59.55,350,33695,1971217.00,
526650,TOURISM FINA,B ,Q,114.55,116.65,114.50,115.55,116.65,115.65,56,3149,362914.00,
526666,BHARTIYA INT,B ,Q,327.00,327.00,315.05,320.00,320.00,326.20,3,22,7175.00,
526668,KAMAT HOTELS,B ,Q,46.90,46.90,43.80,45.70,46.80,46.40,41,2492,111908.00,
526687,POLO HOTELS ,XT,Q,6.13,6.13,6.13,6.13,6.13,6.45,26,9309,57064.00,
526703,ECOPLAST LTD,X ,Q,114.60,116.00,114.60,116.00,116.00,114.10,14,1493,171732.00,
526705,ELEGANT MARB,X ,Q,187.45,187.45,183.50,183.55,183.50,185.90,5,725,133073.00,
526707,ALCHEMIST LT,T ,Q,1.56,1.56,1.56,1.56,1.56,1.64,4,451,703.00,
526717,GOPALA POLY.,X ,Q,32.70,39.00,31.40,34.00,34.00,33.20,45,1668,59887.00,
526721,NICCO PARKS ,XT,Q,23.00,23.10,22.85,23.00,23.00,24.05,16,4007,92211.00,
526723,NTC INDUST  ,X ,Q,42.15,45.00,42.15,42.50,42.50,42.15,9,932,40470.00,
526727,GARNET CONST,X ,Q,8.00,8.00,7.90,7.94,7.97,8.28,16,13165,105296.00,
526729,GOLDIAM INT.,B ,Q,107.50,118.25,107.50,117.20,117.20,110.10,309,21189,2449028.00,
526731,BRIGHT BROS.,X ,Q,64.00,67.00,61.00,67.00,67.00,68.00,11,2073,137740.00,
526737,CORPOR COUR ,X ,Q,12.30,12.30,11.70,12.25,12.25,12.31,8,448,5425.00,
526739,NARMADA GEL ,X ,Q,150.00,150.00,145.65,147.65,146.15,146.60,16,1741,255689.00,
526747,P.G.FOILS   ,X ,Q,75.00,75.00,73.00,73.80,73.15,75.15,19,807,59366.00,
526751,GRATEX INDS.,XT,Q,13.37,13.37,13.37,13.37,13.37,12.74,1,250,3342.00,
526755,VELAN HOTELS,X ,Q,3.03,3.48,3.03,3.47,3.46,3.50,7,350,1171.00,
526761,HOWARD HOTEL,X ,Q,5.45,5.50,5.45,5.50,5.50,5.70,4,113,619.00,
526775,VALIANT COMM,X ,Q,25.50,25.75,24.10,25.15,25.15,25.75,18,605,15266.00,
526783,DR.AGAR.EYE ,XT,Q,287.00,287.00,287.00,287.00,287.00,282.00,3,92,26404.00,
526797,GREENPLY IND,B ,Q,166.00,166.00,160.55,161.80,160.60,165.40,81,1724,281505.00,
526801,PSL LTD     ,B ,Q,1.05,1.05,0.95,0.95,0.95,1.00,7,4012,3877.00,
526807,SEAMEC LTD  ,B ,Q,465.95,479.95,465.25,478.10,479.45,475.05,17,201,94250.00,
526817,CHEVIOT CO. ,X ,Q,605.00,611.70,600.00,603.45,600.50,611.90,46,767,463133.00,
526821,DAI-ICHI KAR,X ,Q,230.10,244.00,228.00,241.10,244.00,239.40,46,4018,959714.00,
526829,CONFI PETRO ,B ,Q,40.80,41.25,38.80,39.35,39.35,40.70,768,312543,12453995.00,
526839,SHELTER     ,X ,Q,14.00,14.00,14.00,14.00,14.00,14.33,1,5,70.00,
526847,ASHIRWAD STL,XT,Q,8.65,8.65,8.65,8.65,8.65,8.65,2,100,865.00,
526849,BANARAS BEAD,B ,Q,45.00,45.00,42.45,42.70,42.55,44.80,5,260,11204.00,
526851,AREX IND.   ,X ,Q,57.05,57.05,57.05,57.05,57.05,60.05,1,4,228.00,
526853,BILCARE LTD.,XT,Q,21.80,23.75,21.75,22.80,22.95,22.85,47,2526,56974.00,
526861,RISHI LASER ,X ,Q,20.60,23.95,20.60,21.45,21.15,24.35,11,985,21273.00,
526865,JAINCO PROJ.,XT,Q,0.46,0.46,0.46,0.46,0.46,0.45,1,100,46.00,
526881,63MOONS     ,B ,Q,118.10,124.40,115.75,124.10,124.10,118.50,1684,84672,10252702.00,
526885,SARLA PER F ,B ,Q,26.60,27.50,26.30,26.40,26.40,27.25,88,4950,131877.00,
526899,HFIL        ,X ,Q,8.45,8.45,7.76,7.89,7.85,8.16,37,4000,32278.00,
526905,PADMAIND    ,X ,Q,95.00,97.00,89.00,94.60,94.90,93.30,86,5070,470203.00,
526917,CHD DEV LTD ,X ,Q,4.00,4.00,3.71,3.71,3.71,3.90,56,14722,54752.00,
526921,21ST CEN.MGM,B ,Q,19.05,19.05,19.05,19.05,19.05,19.40,1,100,1905.00,
526927,DION        ,XT,Q,3.98,3.98,3.80,3.80,3.80,4.00,6,355,1388.00,
526931,HARIYANA SH.,X ,Q,63.80,63.90,60.80,60.90,60.80,61.90,5,270,16771.00,
526945,TYROON TEA  ,X ,Q,27.55,27.55,27.55,27.55,27.55,29.00,1,10,275.00,
526947,LA-OPALA RG ,B ,Q,193.00,194.45,192.40,194.10,194.00,194.80,15,301,58282.00,
526951,GOLDEN LAMIN,X ,Q,715.00,715.00,690.00,699.55,690.00,726.45,53,2130,1484696.00,
526953,VENUS REMEDI,B ,Q,27.85,28.00,27.30,27.40,27.65,27.55,8,666,18297.00,
526957,UDL         ,X ,Q,24.80,27.80,22.55,23.85,23.85,23.70,1045,2893211,67358940.00,
526971,DHOOT I.FIN.,X ,Q,27.00,27.00,27.00,27.00,27.00,28.40,4,310,8370.00,
526977,CRIMSON     ,P ,Q,7.45,7.45,7.45,7.45,7.45,7.11,1,100,745.00,
526981,SHRI BAJRANG,X ,Q,19.80,21.00,19.80,19.80,19.80,20.80,9,3017,59737.00,
526987,URJA GLOBAL ,B ,Q,2.45,2.45,2.35,2.39,2.37,2.40,159,216270,517780.00,
527001,ASHAPURA LTD,T ,Q,18.00,19.80,18.00,19.80,19.80,18.90,62,15467,298599.00,
530001,GUJ.ALKALI  ,A ,Q,535.85,538.00,519.00,534.70,534.00,535.30,366,5559,2942972.00,
530005,INDIA CEM.  ,A ,Q,97.50,100.20,96.15,98.85,98.85,97.55,3281,464853,45749079.00,
530007,JK TYRE IND ,A ,Q,80.80,80.80,78.00,78.30,78.30,79.80,387,34230,2686280.00,
530011,MANGLR.CHEM ,B ,Q,39.90,40.10,38.50,39.40,39.40,39.05,82,9035,356683.00,
530017,STD.INDUST. ,T ,Q,10.94,11.47,10.41,11.29,11.25,10.94,19,5754,63647.00,
530019,JUBILANT    ,A ,Q,475.40,481.00,468.90,477.90,477.00,475.30,573,12952,6159358.00,
530023,THEINVEST   ,B ,Q,140.00,140.00,140.00,140.00,140.00,143.70,1,79,11060.00,
530043,ACKNIT IND  ,X ,Q,88.90,88.90,88.00,88.90,88.90,87.15,7,253,22381.00,
530045,TITAN SECUR.,X ,Q,2.80,3.68,2.80,3.65,3.65,3.50,6,2401,8365.00,
530047,MOHOTAIND   ,B ,Q,32.80,32.80,32.80,32.80,32.80,34.50,2,475,15580.00,
530057,VIVANZA     ,XT,Q,16.75,16.75,16.75,16.75,16.75,16.75,1,45,753.00,
530063,YASRAJ CONT.,X ,Q,2.36,2.36,2.36,2.36,2.36,2.31,1,500,1180.00,
530067,CSLFINANCE  ,X ,Q,285.00,285.00,276.00,280.00,280.00,285.00,28,3698,1036103.00,
530073,SANGHVI MOVE,B ,Q,117.50,119.00,114.00,118.25,119.00,117.55,282,1137,132932.00,
530075,SELAN EXPLOR,B ,Q,171.25,171.60,167.95,168.95,168.20,171.30,70,3236,547838.00,
530077,FRESHTROP FR,X ,Q,128.00,128.30,113.50,119.05,118.50,121.50,102,5895,709453.00,
530079,FAZE THREE L,X ,Q,36.50,38.90,36.25,37.55,36.25,37.05,28,4626,173814.00,
530093,ACE INDIA LT,Z ,Q,2.30,2.30,2.30,2.30,2.30,2.22,10,3901,8972.00,
530111,RAJ PACKAGIN,X ,Q,22.80,22.80,22.80,22.80,22.80,23.40,1,15,342.00,
530117,FAIRCHEM    ,B ,Q,542.00,546.00,530.75,538.15,537.05,542.00,33,224,121112.00,
530119,NATRAJ PROTE,XT,Q,26.00,26.00,26.00,26.00,26.00,26.00,2,17,442.00,
530125,SAMRAT PHARM,X ,Q,82.95,87.00,82.90,85.50,85.50,84.45,4,36,3004.00,
530127,NPR FINANCE ,X ,Q,18.95,18.95,18.95,18.95,18.95,19.90,2,96,1819.00,
530129,NILE LTD.   ,X ,Q,274.90,285.00,266.50,269.70,269.70,271.00,62,2220,601028.00,
530131,UDAIPUR CEME,X ,Q,13.75,13.85,13.20,13.50,13.60,13.75,162,50991,685620.00,
